$Temperature file for segment 11
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   167.801,    8.35,           12.75,
   167.900,    8.22,           12.48,
   168.000,    8.24,           12.54,
   168.100,    8.45,           13.16,
   168.200,    8.64,           13.63,
   168.305,    8.77,           13.92,
   168.406,    8.81,           14.06,
   168.500,    8.72,           13.97,
   168.600,    8.60,           13.72,
   168.700,    8.49,           13.44,
   168.803,    8.37,           13.12,
   168.900,    8.35,           13.01,
   169.000,    8.37,           12.94,
   169.100,    8.38,           12.62,
   169.200,    8.51,           12.80,
   169.303,    8.62,           12.81,
   169.400,    8.67,           12.84,
   169.500,    8.64,           12.83,
   169.600,    8.48,           12.54,
   169.700,    8.30,           12.32,
   169.802,    8.16,           12.09,
   169.900,    8.09,           11.99,
   170.000,    8.16,           12.21,
   170.100,    8.37,           12.76,
   170.200,    8.52,           13.11,
   170.304,    8.65,           13.32,
   170.400,    8.66,           13.38,
   170.500,    8.66,           13.42,
   170.600,    8.64,           13.50,
   170.700,    8.68,           13.67,
   170.801,    8.78,           13.93,
   170.902,    8.86,           14.07,
   171.000,    8.90,           14.11,
   171.100,    8.91,           14.18,
   171.202,    8.85,           14.02,
   171.303,    8.84,           13.91,
   171.407,    8.88,           13.89,
   171.500,    8.97,           13.99,
   171.600,    9.07,           14.10,
   171.700,    9.16,           14.14,
   171.802,    9.20,           14.07,
   171.900,    9.10,           13.81,
   172.000,    8.91,           13.47,
   172.100,    8.73,           13.14,
   172.203,    8.48,           12.72,
   172.303,    8.43,           12.77,
   172.400,    8.55,           13.21,
   172.500,    8.61,           13.44,
   172.600,    8.68,           13.65,
   172.700,    8.69,           13.73,
   172.801,    8.62,           13.61,
   172.902,    8.48,           13.29,
   173.000,    8.43,           13.17,
   173.100,    8.42,           13.10,
   173.200,    8.46,           13.10,
   173.303,    8.50,           13.09,
   173.406,    8.56,           13.10,
   173.500,    8.61,           13.12,
   173.600,    8.64,           13.06,
   173.708,    8.64,           12.94,
   173.802,    8.65,           12.83,
   173.900,    8.66,           12.73,
   174.000,    8.67,           12.68,
   174.100,    8.68,           12.73,
   174.200,    8.72,           12.83,
   174.305,    8.77,           12.99,
   174.407,    8.80,           13.16,
   174.500,    8.80,           13.33,
   174.600,    8.85,           13.62,
   174.700,    8.80,           13.65,
   174.802,    8.74,           13.62,
   174.900,    8.75,           13.68,
   175.000,    8.83,           13.85,
   175.100,    8.95,           14.07,
   175.200,    9.03,           14.21,
   175.303,    9.06,           14.27,
   175.400,    9.03,           14.25,
   175.500,    8.98,           14.21,
   175.600,    8.97,           14.21,
   175.700,    8.95,           14.14,
   175.803,    8.97,           14.09,
   175.900,    9.04,           14.15,
   176.000,    9.17,           14.33,
   176.100,    9.30,           14.54,
   176.204,    9.38,           14.69,
   176.303,    9.33,           14.76,
   176.400,    9.26,           14.84,
   176.500,    9.21,           14.85,
   176.600,    9.22,           15.03,
   176.705,    9.18,           14.96,
   176.803,    9.08,           14.65,
   176.900,    9.13,           14.68,
   177.000,    9.23,           14.80,
   177.100,    9.35,           15.02,
   177.200,    9.46,           15.17,
   177.305,    9.49,           15.26,
   177.408,    9.45,           15.23,
   177.500,    9.34,           15.06,
   177.600,    9.21,           14.80,
   177.700,    9.12,           14.54,
   177.803,    9.03,           14.28,
   177.900,    9.05,           14.17,
   178.000,    9.15,           14.24,
   178.100,    9.30,           14.47,
   178.200,    9.44,           14.75,
   178.303,    9.46,           14.84,
   178.400,    9.40,           14.83,
   178.500,    9.26,           14.65,
   178.600,    9.08,           14.32,
   178.700,    8.97,           14.05,
   178.803,    8.90,           13.80,
   178.902,    8.95,           13.77,
   179.000,    9.10,           13.96,
   179.100,    9.29,           14.30,
   179.200,    9.43,           14.56,
   179.307,    9.43,           14.67,
   179.400,    9.34,           14.65,
   179.500,    9.17,           14.51,
   179.600,    9.04,           14.36,
   179.700,    9.02,           14.33,
   179.800,    9.07,           14.42,
   179.900,    9.19,           14.54,
   180.000,    9.31,           14.62,
   180.100,    9.40,           14.66,
   180.203,    9.45,           14.58,
   180.305,    9.40,           14.42,
   180.406,    9.32,           14.30,
   180.500,    9.24,           14.26,
   180.600,    9.17,           14.28,
   180.702,    9.15,           14.36,
   180.802,    9.13,           14.44,
   180.900,    9.12,           14.46,
   181.000,    9.13,           14.49,
   181.100,    9.12,           14.51,
   181.202,    9.18,           14.58,
   181.308,    9.26,           14.63,
   181.400,    9.31,           14.68,
   181.500,    9.34,           14.73,
   181.600,    9.35,           14.72,
   181.700,    9.32,           14.66,
   181.803,    9.29,           14.56,
   181.902,    9.33,           14.59,
   182.000,    9.45,           14.79,
   182.100,    9.52,           14.96,
   182.201,    9.55,           15.06,
   182.301,    9.54,           15.08,
   182.406,    9.50,           15.11,
   182.500,    9.51,           15.27,
   182.600,    9.59,           15.55,
   182.700,    9.75,           16.02,
   182.800,    9.79,           16.14,
   182.900,    9.80,           16.18,
   183.000,    9.78,           16.17,
   183.100,    9.77,           16.13,
   183.201,    9.75,           16.06,
   183.304,    9.78,           16.04,
   183.400,    9.86,           16.07,
   183.500,    9.92,           16.12,
   183.600,    9.96,           16.16,
   183.707,    9.96,           16.15,
   183.801,    9.93,           16.13,
   183.900,    9.87,           16.10,
   184.000,    9.79,           16.08,
   184.100,    9.75,           16.10,
   184.200,    9.73,           16.12,
   184.304,    9.71,           16.13,
   184.400,    9.73,           16.16,
   184.500,    9.78,           16.22,
   184.600,    9.82,           16.25,
   184.700,    9.83,           16.17,
   184.801,    9.78,           15.94,
   184.900,    9.70,           15.63,
   185.000,    9.68,           15.49,
   185.100,    9.74,           15.53,
   185.200,    9.79,           15.61,
   185.305,    9.79,           15.65,
   185.400,    9.77,           15.69,
   185.500,    9.72,           15.69,
   185.600,    9.69,           15.68,
   185.704,    9.68,           15.65,
   185.801,    9.71,           15.65,
   185.903,    9.73,           15.60,
   186.000,    9.78,           15.64,
   186.100,    9.81,           15.69,
   186.200,    9.82,           15.74,
   186.307,    9.83,           15.82,
   186.408,    9.81,           15.88,
   186.500,    9.80,           15.96,
   186.600,    9.81,           16.05,
   186.700,    9.83,           16.11,
   186.802,    9.87,           16.15,
   186.900,    9.90,           16.14,
   187.000,    9.93,           16.14,
   187.100,    9.93,           16.14,
   187.204,    9.92,           16.14,
   187.307,    9.87,           16.16,
   187.400,    9.87,           16.23,
   187.500,    9.88,           16.31,
   187.600,    9.90,           16.34,
   187.704,    9.87,           16.26,
   187.802,    9.84,           16.17,
   187.900,    9.88,           16.20,
   188.000,    9.94,           16.26,
   188.100,   10.01,           16.40,
   188.200,   10.02,           16.45,
   188.305,    9.98,           16.40,
   188.400,    9.93,           16.31,
   188.500,    9.91,           16.23,
   188.600,    9.96,           16.25,
   188.700,   10.01,           16.25,
   188.802,   10.04,           16.19,
   188.903,    9.99,           15.93,
   189.000,    9.97,           15.76,
   189.100,    9.93,           15.63,
   189.200,    9.89,           15.55,
   189.308,    9.82,           15.49,
   189.400,    9.76,           15.49,
   189.500,    9.73,           15.57,
   189.600,    9.75,           15.70,
   189.700,    9.82,           15.91,
   189.801,    9.91,           16.13,
   189.900,   10.09,           16.55,
   190.000,   10.19,           16.86,
   190.100,   10.21,           17.01,
   190.200,   10.14,           16.96,
   190.304,   10.07,           16.89,
   190.400,   10.07,           16.90,
   190.500,   10.20,           17.07,
   190.600,   10.39,           17.30,
   190.700,   10.63,           17.65,
   190.801,   10.80,           17.95,
   190.900,   10.83,           18.03,
   191.000,   10.67,           17.88,
   191.100,   10.46,           17.66,
   191.203,   10.30,           17.45,
   191.302,   10.36,           17.68,
   191.400,   10.37,           17.54,
   191.500,   10.54,           17.74,
   191.600,   10.65,           17.88,
   191.700,   10.64,           17.75,
   191.801,   10.39,           17.22,
   191.903,   10.12,           16.58,
   192.000,    9.94,           16.22,
   192.100,    9.93,           16.24,
   192.200,   10.04,           16.56,
   192.302,   10.16,           16.88,
   192.400,   10.25,           17.09,
   192.500,   10.40,           17.45,
   192.600,   10.58,           17.91,
   192.706,   10.75,           18.31,
   192.802,   10.87,           18.54,
   192.900,   10.88,           18.55,
   193.000,   10.87,           18.54,
   193.100,   10.98,           18.80,
   193.200,   11.05,           18.80,
   193.301,   11.15,           18.84,
   193.400,   11.25,           18.93,
   193.500,   11.28,           18.93,
   193.600,   11.15,           18.76,
   193.700,   10.91,           18.53,
   193.802,   10.81,           18.55,
   193.903,   10.72,           18.60,
   194.000,   10.69,           18.73,
   194.100,   10.67,           18.82,
   194.204,   10.69,           18.92,
   194.304,   10.73,           18.95,
   194.400,   10.79,           18.96,
   194.500,   10.79,           18.81,
   194.600,   10.58,           18.05,
   194.700,   10.46,           17.50,
   194.802,   10.47,           17.26,
   194.903,   10.55,           17.30,
   195.000,   10.69,           17.55,
   195.100,   10.68,           17.61,
   195.200,   10.69,           17.66,
   195.301,   10.66,           17.73,
   195.400,   10.73,           17.99,
   195.500,   10.88,           18.44,
   195.600,   10.99,           18.81,
   195.700,   11.10,           19.12,
   195.802,   11.16,           19.34,
   195.900,   11.14,           19.36,
   196.000,   11.09,           19.22,
   196.100,   11.08,           19.35,
   196.200,   11.04,           19.14,
   196.302,   11.09,           19.05,
   196.400,   11.18,           19.05,
   196.500,   11.24,           19.10,
   196.600,   11.19,           19.08,
   196.700,   11.07,           19.03,
   196.803,   10.95,           18.99,
   196.900,   10.83,           18.96,
   197.000,   10.78,           18.93,
   197.100,   10.83,           19.08,
   197.200,   10.92,           19.25,
   197.304,   10.99,           19.27,
   197.400,   11.05,           19.25,
   197.500,   11.06,           19.16,
   197.600,   11.05,           18.95,
   197.700,   10.99,           18.64,
   197.803,   10.98,           18.41,
   197.900,   10.82,           17.75,
   198.000,   10.88,           17.77,
   198.100,   10.87,           17.81,
   198.204,   10.82,           17.85,
   198.304,   10.72,           17.81,
   198.400,   10.65,           17.83,
   198.500,   10.64,           17.92,
   198.600,   10.69,           18.09,
   198.700,   10.75,           18.24,
   198.803,   10.80,           18.28,
   198.903,   10.77,           18.07,
   199.000,   10.76,           17.96,
   199.100,   10.75,           17.89,
   199.200,   10.71,           17.82,
   199.304,   10.64,           17.74,
   199.400,   10.59,           17.77,
   199.500,   10.64,           17.98,
   199.600,   10.75,           18.32,
   199.700,   10.82,           18.56,
   199.803,   10.85,           18.62,
   199.900,   10.95,           18.88,
   200.000,   10.94,           18.77,
   200.100,   11.01,           18.80,
   200.204,   11.05,           18.77,
   200.304,   11.08,           18.75,
   200.400,   11.05,           18.67,
   200.500,   11.09,           18.77,
   200.600,   11.13,           18.91,
   200.700,   11.18,           19.06,
   200.804,   11.20,           19.21,
   200.900,   11.24,           19.41,
   201.000,   11.24,           19.51,
   201.100,   11.26,           19.57,
   201.200,   11.22,           19.50,
   201.301,   11.20,           19.44,
   201.406,   11.25,           19.49,
   201.500,   11.36,           19.65,
   201.600,   11.58,           20.08,
   201.700,   11.74,           20.47,
   201.804,   11.81,           20.69,
   201.901,   11.70,           20.64,
   202.000,   11.53,           20.46,
   202.100,   11.42,           20.27,
   202.200,   11.41,           20.19,
   202.302,   11.55,           20.31,
   202.400,   11.71,           20.41,
   202.500,   11.78,           20.43,
   202.600,   11.66,           20.23,
   202.700,   11.47,           19.98,
   202.804,   11.35,           19.88,
   202.904,   11.38,           20.12,
   203.000,   11.51,           20.50,
   203.100,   11.58,           20.64,
   203.200,   11.60,           20.67,
   203.302,   11.53,           20.52,
   203.400,   11.48,           20.33,
   203.500,   11.46,           20.20,
   203.600,   11.54,           20.23,
   203.700,   11.68,           20.37,
   203.804,   11.84,           20.52,
   203.900,   11.90,           20.56,
   204.000,   11.83,           20.41,
   204.100,   11.70,           20.19,
   204.200,   11.57,           20.05,
   204.304,   11.56,           20.19,
   204.400,   11.55,           20.27,
   204.500,   11.56,           20.39,
   204.600,   11.54,           20.45,
   204.700,   11.53,           20.49,
   204.804,   11.58,           20.58,
   204.900,   11.63,           20.62,
   205.000,   11.70,           20.66,
   205.100,   11.70,           20.54,
   205.200,   11.67,           20.39,
   205.304,   11.65,           20.28,
   205.400,   11.64,           20.23,
   205.500,   11.64,           20.28,
   205.600,   11.63,           20.36,
   205.700,   11.64,           20.48,
   205.805,   11.64,           20.56,
   205.900,   11.66,           20.61,
   206.000,   11.65,           20.56,
   206.100,   11.64,           20.49,
   206.200,   11.64,           20.44,
   206.303,   11.64,           20.37,
   206.406,   11.68,           20.40,
   206.500,   11.70,           20.44,
   206.600,   11.74,           20.54,
   206.700,   11.77,           20.63,
   206.800,   11.88,           20.87,
   206.900,   11.98,           21.07,
   207.000,   11.99,           21.09,
   207.100,   11.94,           21.02,
   207.200,   11.88,           20.94,
   207.303,   11.86,           20.93,
   207.400,   11.86,           20.94,
   207.500,   11.84,           20.93,
   207.600,   11.86,           20.99,
   207.704,   11.90,           21.08,
   207.800,   11.91,           21.11,
   207.904,   11.84,           21.00,
   208.000,   11.78,           20.91,
   208.100,   11.74,           20.85,
   208.204,   11.72,           20.82,
   208.304,   11.75,           20.86,
   208.400,   11.78,           20.91,
   208.500,   11.82,           20.99,
   208.600,   11.88,           21.07,
   208.700,   11.95,           21.13,
   208.800,   12.04,           21.17,
   208.900,   12.09,           21.22,
   209.000,   12.13,           21.24,
   209.100,   12.10,           21.17,
   209.200,   12.00,           21.06,
   209.304,   11.91,           20.96,
   209.400,   11.86,           20.98,
   209.500,   11.86,           21.08,
   209.600,   11.95,           21.33,
   209.700,   12.02,           21.52,
   209.800,   12.03,           21.56,
   209.904,   11.97,           21.43,
   210.000,   11.91,           21.27,
   210.100,   11.95,           21.27,
   210.200,   11.97,           21.18,
   210.303,   12.03,           21.18,
   210.400,   12.06,           21.20,
   210.500,   12.01,           21.17,
   210.600,   12.01,           21.24,
   210.704,   12.06,           21.44,
   210.800,   12.23,           21.87,
   210.904,   12.35,           22.17,
   211.000,   12.34,           22.19,
   211.100,   12.25,           22.05,
   211.204,   12.17,           21.85,
   211.302,   12.18,           21.74,
   211.400,   12.24,           21.74,
   211.500,   12.28,           21.71,
   211.600,   12.34,           21.76,
   211.700,   12.33,           21.82,
   211.800,   12.22,           21.82,
   211.904,   12.06,           21.63,
   212.000,   11.98,           21.57,
   212.100,   12.02,           21.69,
   212.200,   12.10,           21.80,
   212.303,   12.09,           21.72,
   212.400,   12.05,           21.64,
   212.500,   12.10,           21.68,
   212.600,   12.28,           21.94,
   212.700,   12.46,           22.18,
   212.800,   12.50,           22.18,
   212.904,   12.43,           22.03,
   213.000,   12.34,           21.87,
   213.100,   12.23,           21.66,
   213.200,   12.18,           21.53,
   213.303,   12.18,           21.49,
   213.400,   12.18,           21.52,
   213.500,   12.15,           21.57,
   213.600,   12.05,           21.48,
   213.700,   11.91,           21.34,
   213.800,   11.84,           21.24,
   213.900,   11.85,           21.20,
   214.000,   11.95,           21.22,
   214.100,   11.99,           21.14,
   214.200,   11.96,           21.00,
   214.303,   11.93,           20.87,
   214.400,   11.92,           20.80,
   214.500,   12.00,           20.92,
   214.600,   12.15,           21.18,
   214.704,   12.28,           21.42,
   214.801,   12.24,           21.28,
   214.900,   12.12,           21.15,
   215.000,   12.07,           21.24,
   215.100,   12.01,           21.11,
   215.200,   12.01,           21.03,
   215.303,   12.10,           20.98,
   215.400,   12.10,           20.97,
   215.500,   12.02,           20.93,
   215.600,   11.84,           20.81,
   215.700,   11.70,           20.65,
   215.801,   11.66,           20.55,
   215.904,   11.65,           20.49,
   216.000,   11.72,           20.50,
   216.100,   11.75,           20.44,
   216.200,   11.69,           20.30,
   216.301,   11.62,           20.18,
   216.406,   11.65,           20.14,
   216.500,   11.74,           20.17,
   216.600,   11.84,           20.21,
   216.700,   11.89,           20.18,
   216.801,   11.93,           20.13,
   216.900,   11.93,           20.05,
   217.000,   11.86,           19.95,
   217.100,   11.74,           19.84,
   217.200,   11.57,           19.53,
   217.305,   11.51,           19.51,
   217.400,   11.48,           19.56,
   217.500,   11.47,           19.65,
   217.600,   11.49,           19.72,
   217.700,   11.45,           19.72,
   217.801,   11.54,           19.92,
   217.900,   11.56,           19.80,
   218.000,   11.56,           19.68,
   218.100,   11.50,           19.35,
   218.200,   11.47,           19.24,
   218.305,   11.43,           19.13,
   218.400,   11.34,           19.06,
   218.500,   11.34,           19.10,
   218.600,   11.47,           19.51,
   218.705,   11.51,           19.50,
   218.801,   11.57,           19.62,
   218.900,   11.56,           19.56,
   219.000,   11.55,           19.48,
   219.100,   11.55,           19.42,
   219.200,   11.57,           19.37,
   219.304,   11.62,           19.35,
   219.406,   11.66,           19.39,
   219.500,   11.69,           19.46,
   219.600,   11.70,           19.53,
   219.700,   11.68,           19.61,
   219.801,   11.68,           19.71,
   219.900,   11.60,           19.74,
   220.000,   11.53,           19.71,
   220.100,   11.46,           19.63,
   220.204,   11.39,           19.55,
   220.302,   11.41,           19.51,
   220.400,   11.48,           19.53,
   220.500,   11.56,           19.59,
   220.600,   11.72,           19.87,
   220.700,   11.76,           19.94,
   220.801,   11.81,           20.03,
   220.900,   11.79,           20.06,
   221.000,   11.67,           19.81,
   221.100,   11.61,           19.75,
   221.200,   11.59,           19.69,
   221.302,   11.62,           19.66,
   221.400,   11.69,           19.69,
   221.500,   11.73,           19.71,
   221.600,   11.84,           19.99,
   221.700,   11.86,           20.02,
   221.801,   11.87,           20.10,
   221.900,   11.87,           20.14,
   222.000,   11.79,           20.11,
   222.100,   11.68,           20.04,
   222.200,   11.64,           19.99,
   222.302,   11.68,           19.95,
   222.400,   11.74,           19.99,
   222.500,   11.81,           20.09,
   222.600,   11.86,           20.20,
   222.704,   11.93,           20.37,
   222.802,   11.98,           20.52,
   222.904,   11.86,           20.34,
   223.000,   11.82,           20.32,
   223.100,   11.78,           20.25,
   223.200,   11.77,           20.17,
   223.302,   11.83,           20.10,
   223.400,   11.92,           20.06,
   223.500,   12.05,           20.31,
   223.600,   12.03,           20.28,
   223.704,   11.97,           20.28,
   223.801,   11.93,           20.36,
   223.905,   11.84,           20.43,
   224.000,   11.82,           20.45,
   224.100,   11.76,           20.41,
   224.200,   11.71,           20.32,
   224.302,   11.73,           20.24,
   224.400,   11.81,           20.24,
   224.500,   11.93,           20.33,
   224.600,   12.01,           20.37,
   224.700,   12.06,           20.39,
   224.801,   12.16,           20.53,
   224.905,   12.20,           20.70,
   225.000,   12.16,           20.76,
   225.100,   12.04,           20.73,
   225.200,   11.92,           20.65,
   225.302,   11.91,           20.60,
   225.400,   11.95,           20.41,
   225.500,   12.16,           20.82,
   225.600,   12.30,           21.01,
   225.700,   12.35,           21.18,
   225.801,   12.28,           21.28,
   225.905,   12.13,           21.29,
   226.000,   12.01,           21.23,
   226.100,   11.98,           21.19,
   226.204,   12.00,           20.93,
   226.302,   12.13,           20.91,
   226.400,   12.30,           21.09,
   226.500,   12.26,           20.91,
   226.600,   12.16,           20.65,
   226.704,   12.12,           20.64,
   226.801,   12.13,           20.70,
   226.900,   12.14,           20.81,
   227.000,   12.12,           20.83,
   227.100,   12.02,           20.74,
   227.200,   11.88,           20.58,
   227.302,   11.81,           20.44,
   227.400,   11.87,           20.46,
   227.500,   12.02,           20.61,
   227.600,   12.17,           20.74,
   227.700,   12.28,           20.78,
   227.801,   12.28,           20.70,
   227.900,   12.24,           20.55,
   228.000,   12.19,           20.42,
   228.100,   12.11,           20.31,
   228.200,   12.03,           20.23,
   228.302,   11.92,           20.17,
   228.400,   11.81,           20.21,
   228.500,   11.76,           20.33,
   228.600,   11.76,           20.51,
   228.700,   11.82,           20.64,
   228.801,   11.94,           20.69,
   228.900,   12.03,           20.68,
   229.000,   12.08,           20.61,
   229.100,   12.07,           20.47,
   229.204,   12.04,           20.33,
   229.302,   12.04,           20.26,
   229.400,   12.10,           20.32,
   229.500,   12.15,           20.44,
   229.600,   12.12,           20.52,
   229.700,   12.09,           20.54,
   229.801,   12.04,           20.50,
   229.900,   11.97,           20.41,
   230.000,   11.95,           20.32,
   230.100,   11.91,           20.23,
   230.200,   11.87,           20.17,
   230.302,   11.87,           20.13,
   230.406,   11.84,           19.96,
   230.500,   11.92,           20.07,
   230.600,   12.09,           20.42,
   230.700,   12.18,           20.54,
   230.801,   12.19,           20.55,
   230.900,   12.12,           20.45,
   231.000,   12.06,           20.36,
   231.100,   12.02,           20.32,
   231.204,   11.91,           20.06,
   231.302,   11.91,           20.17,
   231.400,   11.82,           20.08,
   231.500,   11.79,           20.07,
   231.600,   11.82,           20.12,
   231.700,   11.86,           20.15,
   231.801,   11.89,           20.14,
   231.900,   11.89,           20.05,
   232.000,   11.86,           19.97,
   232.100,   11.83,           19.88,
   232.200,   11.85,           19.80,
   232.302,   11.86,           19.74,
   232.400,   11.85,           19.58,
   232.500,   11.91,           19.63,
   232.600,   12.01,           19.85,
   232.700,   12.07,           19.92,
   232.801,   12.01,           19.90,
   232.900,   11.93,           19.80,
   233.000,   11.79,           19.53,
   233.100,   11.74,           19.45,
   233.200,   11.71,           19.38,
   233.302,   11.66,           19.33,
   233.400,   11.61,           19.33,
   233.500,   11.58,           19.40,
   233.600,   11.61,           19.50,
   233.700,   11.68,           19.62,
   233.801,   11.78,           19.69,
   233.905,   11.83,           19.69,
   234.000,   11.81,           19.64,
   234.100,   11.77,           19.56,
   234.200,   11.77,           19.49,
   234.302,   11.82,           19.44,
   234.400,   11.90,           19.45,
   234.500,   11.96,           19.52,
   234.600,   11.96,           19.56,
   234.700,   11.89,           19.56,
   234.801,   11.88,           19.78,
   234.905,   11.73,           19.57,
   235.000,   11.69,           19.58,
   235.100,   11.67,           19.58,
   235.200,   11.66,           19.54,
   235.302,   11.67,           19.48,
   235.406,   11.73,           19.47,
   235.500,   11.80,           19.49,
   235.600,   11.97,           19.77,
   235.700,   12.05,           19.81,
   235.801,   12.09,           19.81,
   235.900,   12.07,           19.78,
   236.000,   11.94,           19.66,
   236.100,   11.78,           19.53,
   236.204,   11.67,           19.42,
   236.302,   11.59,           19.21,
   236.400,   11.65,           19.25,
   236.500,   11.71,           19.35,
   236.600,   11.83,           19.62,
   236.700,   11.86,           19.67,
   236.801,   11.87,           19.68,
   236.900,   11.89,           19.67,
   237.000,   11.81,           19.46,
   237.100,   11.79,           19.40,
   237.200,   11.77,           19.33,
   237.302,   11.76,           19.25,
   237.400,   11.75,           19.20,
   237.500,   11.74,           19.16,
   237.600,   11.76,           19.18,
   237.704,   11.82,           19.38,
   237.801,   11.76,           19.24,
   237.900,   11.71,           19.23,
   238.000,   11.62,           19.20,
   238.100,   11.58,           19.17,
   238.204,   11.60,           19.17,
   238.302,   11.66,           19.16,
   238.400,   11.74,           19.19,
   238.500,   11.84,           19.28,
   238.600,   11.92,           19.40,
   238.704,   11.96,           19.49,
   238.801,   11.97,           19.54,
   238.900,   11.95,           19.55,
   239.000,   11.90,           19.54,
   239.100,   11.83,           19.49,
   239.200,   11.77,           19.43,
   239.302,   11.74,           19.36,
   239.400,   11.76,           19.34,
   239.500,   11.79,           19.37,
   239.600,   11.82,           19.39,
   239.700,   11.92,           19.64,
   239.801,   11.93,           19.67,
   239.900,   11.90,           19.69,
   240.000,   11.79,           19.49,
   240.100,   11.75,           19.48,
   240.200,   11.75,           19.46,
   240.302,   11.80,           19.44,
   240.400,   11.89,           19.49,
   240.500,   11.97,           19.56,
   240.600,   12.03,           19.63,
   240.700,   12.14,           19.89,
   240.801,   12.18,           19.97,
   240.900,   12.18,           20.05,
   241.000,   12.05,           19.87,
   241.100,   11.93,           19.83,
   241.200,   11.86,           19.78,
   241.302,   11.89,           19.75,
   241.400,   11.97,           19.77,
   241.500,   12.09,           20.00,
   241.600,   12.11,           20.03,
   241.700,   12.10,           20.03,
   241.801,   12.04,           19.97,
   241.905,   11.96,           19.86,
   242.000,   11.89,           19.77,
   242.100,   11.86,           19.69,
   242.200,   11.86,           19.62,
   242.302,   11.85,           19.53,
   242.400,   11.86,           19.51,
   242.500,   11.93,           19.58,
   242.600,   12.04,           19.71,
   242.700,   12.16,           19.85,
   242.801,   12.21,           19.91,
   242.900,   12.17,           19.87,
   243.000,   12.01,           19.65,
   243.100,   11.95,           19.43,
   243.204,   11.92,           19.38,
   243.302,   11.92,           19.32,
   243.400,   11.97,           19.32,
   243.500,   12.02,           19.37,
   243.600,   12.04,           19.43,
   243.704,   12.04,           19.50,
   243.801,   12.03,           19.57,
   243.905,   11.98,           19.61,
   244.000,   11.93,           19.61,
   244.100,   11.89,           19.58,
   244.200,   11.93,           19.56,
   244.302,   12.03,           19.52,
   244.400,   12.11,           19.50,
   244.500,   12.17,           19.51,
   244.600,   12.22,           19.56,
   244.700,   12.26,           19.64,
   244.801,   12.26,           19.68,
   244.905,   12.17,           19.66,
   245.000,   12.08,           19.64,
   245.100,   12.01,           19.62,
   245.200,   11.99,           19.58,
   245.302,   12.00,           19.52,
   245.400,   12.03,           19.50,
   245.500,   12.12,           19.56,
   245.600,   12.22,           19.67,
   245.700,   12.30,           19.75,
   245.801,   12.29,           19.72,
   245.900,   12.20,           19.61,
   246.000,   12.12,           19.53,
   246.100,   12.06,           19.44,
   246.204,   12.02,           19.34,
   246.302,   12.00,           19.27,
   246.406,   12.01,           19.25,
   246.500,   12.05,           19.34,
   246.600,   12.10,           19.48,
   246.700,   12.13,           19.58,
   246.801,   12.16,           19.60,
   246.900,   12.19,           19.58,
   247.000,   12.22,           19.53,
   247.100,   12.22,           19.45,
   247.200,   12.18,           19.33,
   247.302,   12.13,           19.20,
   247.400,   12.11,           19.16,
   247.500,   12.11,           19.22,
   247.600,   12.13,           19.31,
   247.707,   12.12,           19.37,
   247.802,   12.06,           19.32,
   247.900,   11.99,           19.22,
   248.000,   11.94,           19.12,
   248.100,   11.93,           19.03,
   248.200,   11.95,           18.95,
   248.302,   11.99,           18.87,
   248.400,   12.04,           18.87,
   248.500,   12.09,           18.95,
   248.600,   12.15,           19.05,
   248.700,   12.18,           19.10,
   248.802,   12.18,           19.03,
   248.900,   12.18,           18.92,
   249.000,   12.09,           18.82,
   249.100,   12.01,           18.73,
   249.200,   11.89,           18.64,
   249.302,   11.79,           18.46,
   249.400,   11.77,           18.47,
   249.500,   11.82,           18.57,
   249.600,   11.96,           18.79,
   249.700,   12.03,           18.80,
   249.802,   12.05,           18.72,
   249.900,   12.00,           18.50,
   250.000,   11.96,           18.39,
   250.100,   11.93,           18.30,
   250.200,   11.90,           18.21,
   250.302,   11.85,           18.14,
   250.400,   11.83,           18.14,
   250.500,   11.81,           18.22,
   250.600,   11.86,           18.43,
   250.700,   11.89,           18.46,
   250.802,   11.88,           18.28,
   250.900,   11.93,           18.22,
   251.000,   11.95,           18.17,
   251.100,   11.91,           18.11,
   251.207,   11.83,           18.04,
   251.302,   11.78,           17.99,
   251.400,   11.81,           18.00,
   251.500,   11.85,           18.08,
   251.600,   11.93,           18.18,
   251.708,   11.96,           18.20,
   251.802,   11.94,           18.13,
   251.900,   11.90,           18.04,
   252.000,   11.85,           17.96,
   252.100,   11.79,           17.89,
   252.200,   11.67,           17.83,
   252.302,   11.59,           17.78,
   252.400,   11.54,           17.74,
   252.500,   11.67,           17.92,
   252.600,   11.76,           18.06,
   252.708,   11.87,           18.15,
   252.802,   11.97,           18.12,
   252.900,   12.02,           18.06,
   253.000,   12.05,           18.01,
   253.100,   12.03,           17.95,
   253.200,   11.94,           17.82,
   253.300,   11.88,           17.77,
   253.400,   11.80,           17.79,
   253.500,   11.82,           17.96,
   253.600,   11.81,           18.08,
   253.700,   11.87,           18.15,
   253.802,   11.92,           18.16,
   253.900,   11.92,           18.12,
   254.000,   11.86,           18.10,
   254.100,   11.80,           18.07,
   254.207,   11.83,           17.96,
   254.302,   11.89,           17.95,
   254.406,   11.96,           18.00,
   254.500,   12.04,           18.10,
   254.600,   12.13,           18.31,
   254.700,   12.16,           18.37,
   254.802,   12.15,           18.32,
