$STR WITHDRAWAL AT SEG11                                     ELEV OF WITHDRAWAL CENTERLINE:470.     

JDAY,     TDS,    Gen1,    ISS1,    ISS2,
    19.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.803,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.303,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.703,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    20.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.702,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    21.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    22.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    23.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.704,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    24.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.702,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    25.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.708,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    26.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.704,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    27.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    28.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    29.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.702,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    30.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.300,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.706,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    31.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.702,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    32.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.708,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.802,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    33.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.202,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.301,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.702,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    34.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.302,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    35.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
