$Flow file for segment 11
To the right of the sum of flows are individual flows starting with QWD then QSTR
JDAY,QWD(m3s-1),
   347.700,   33.980,            0.000,
   347.802,   33.980,            0.000,
   347.906,   33.980,            0.000,
   348.010,   33.980,            0.000,
   348.100,   33.980,            0.000,
   348.200,   33.980,            0.000,
   348.302,   33.980,            0.000,
   348.400,   33.980,            0.000,
   348.505,   33.980,            0.000,
   348.600,   33.980,            0.000,
   348.700,   33.980,            0.000,
   348.802,   33.980,            0.000,
   348.906,   33.980,            0.000,
   349.000,   33.980,            0.000,
   349.100,   33.980,            0.000,
   349.200,   33.980,            0.000,
   349.301,   33.980,            0.000,
   349.402,   33.980,            0.000,
   349.500,   33.980,            0.000,
   349.600,   33.980,            0.000,
   349.700,   33.980,            0.000,
   349.802,   33.980,            0.000,
   349.904,   33.980,            0.000,
   350.000,   33.980,            0.000,
   350.100,   33.980,            0.000,
   350.200,   33.980,            0.000,
   350.302,   41.273,            0.000,
   350.400,  104.958,            0.000,
   350.505,   86.300,            0.000,
   350.600,   86.300,            0.000,
   350.700,   86.300,            0.000,
   350.800,   86.300,            0.000,
   350.900,   86.300,            0.000,
   351.000,   86.300,            0.000,
   351.100,   66.060,            0.000,
   351.200,   66.060,            0.000,
   351.301,   66.060,            0.000,
   351.406,   66.060,            0.000,
   351.504,   66.060,            0.000,
   351.600,   66.060,            0.000,
   351.700,   66.060,            0.000,
   351.801,   66.060,            0.000,
   351.902,   66.060,            0.000,
   352.002,   66.060,            0.000,
   352.100,   54.620,            0.000,
   352.200,   54.620,            0.000,
   352.302,   54.620,            0.000,
   352.406,   54.620,            0.000,
   352.507,   54.620,            0.000,
   352.600,   54.620,            0.000,
   352.700,   54.620,            0.000,
   352.802,   54.620,            0.000,
   352.902,   54.620,            0.000,
   353.000,   54.620,            0.000,
   353.100,   47.980,            0.000,
   353.200,   47.980,            0.000,
   353.302,   47.980,            0.000,
   353.406,   47.980,            0.000,
   353.500,   47.980,            0.000,
   353.600,   47.980,            0.000,
   353.700,   47.980,            0.000,
   353.802,   47.980,            0.000,
   353.900,   47.980,            0.000,
   354.004,   47.980,            0.000,
   354.100,   43.920,            0.000,
   354.200,   43.920,            0.000,
   354.302,   43.920,            0.000,
   354.403,   43.920,            0.000,
   354.503,   43.920,            0.000,
   354.600,   43.920,            0.000,
   354.700,   43.920,            0.000,
   354.801,   43.920,            0.000,
   354.900,   43.920,            0.000,
   355.000,   43.920,            0.000,
   355.100,   50.088,            0.000,
   355.200,   48.040,            0.000,
   355.302,   48.040,            0.000,
   355.402,   48.040,            0.000,
   355.503,   48.040,            0.000,
   355.600,   48.040,            0.000,
   355.700,   48.040,            0.000,
   355.802,   48.040,            0.000,
   355.900,   48.040,            0.000,
   356.000,   48.040,            0.000,
   356.100,   43.920,            0.000,
   356.200,   43.920,            0.000,
   356.301,   43.920,            0.000,
   356.403,   43.920,            0.000,
   356.503,   43.920,            0.000,
   356.600,   43.920,            0.000,
   356.700,   43.920,            0.000,
   356.801,   43.920,            0.000,
   356.903,   43.920,            0.000,
   357.000,   43.920,            0.000,
   357.100,   41.020,            0.000,
   357.200,   41.020,            0.000,
   357.302,   41.020,            0.000,
   357.403,   41.020,            0.000,
   357.504,   41.020,            0.000,
   357.600,   41.020,            0.000,
   357.700,   41.020,            0.000,
   357.802,   41.020,            0.000,
   357.904,   41.020,            0.000,
   358.004,   41.020,            0.000,
   358.100,   38.860,            0.000,
   358.200,   38.860,            0.000,
   358.300,   38.860,            0.000,
   358.400,   38.860,            0.000,
   358.500,   38.860,            0.000,
   358.600,   38.860,            0.000,
   358.700,   38.860,            0.000,
   358.801,   38.860,            0.000,
   358.904,   38.860,            0.000,
   359.000,   38.860,            0.000,
   359.100,   37.020,            0.000,
   359.200,   37.020,            0.000,
   359.301,   37.020,            0.000,
   359.400,   37.020,            0.000,
   359.500,   37.020,            0.000,
   359.600,   37.020,            0.000,
   359.700,   37.020,            0.000,
   359.802,   37.020,            0.000,
   359.905,   37.020,            0.000,
   360.000,   37.020,            0.000,
   360.100,   45.361,            0.000,
   360.200,   42.460,            0.000,
   360.302,   42.460,            0.000,
   360.400,   42.460,            0.000,
   360.500,   42.460,            0.000,
   360.600,   42.460,            0.000,
   360.700,   42.460,            0.000,
   360.801,   42.460,            0.000,
   360.905,   42.460,            0.000,
   361.000,   42.460,            0.000,
   361.100,   95.896,            0.000,
   361.200,   75.560,            0.000,
   361.302,   75.560,            0.000,
   361.400,   75.560,            0.000,
   361.504,   75.560,            0.000,
   361.600,   75.560,            0.000,
   361.700,   75.560,            0.000,
   361.802,   75.560,            0.000,
   361.904,   75.560,            0.000,
   362.000,   75.560,            0.000,
   362.100,   78.691,            0.000,
   362.200,   78.080,            0.000,
   362.301,   78.080,            0.000,
   362.405,   78.080,            0.000,
   362.505,   78.080,            0.000,
   362.600,   78.080,            0.000,
   362.700,   78.080,            0.000,
   362.802,   78.080,            0.000,
   362.900,   78.080,            0.000,
   363.005,   78.080,            0.000,
   363.100,   71.760,            0.000,
   363.200,   71.760,            0.000,
   363.302,   71.760,            0.000,
   363.406,   71.760,            0.000,
   363.506,   71.760,            0.000,
   363.600,   71.760,            0.000,
   363.700,   71.760,            0.000,
   363.802,   71.760,            0.000,
   363.900,   71.760,            0.000,
   364.007,   71.760,            0.000,
   364.100,   89.336,            0.000,
   364.200,   82.520,            0.000,
   364.302,   82.520,            0.000,
   364.406,   82.520,            0.000,
   364.506,   82.520,            0.000,
   364.600,   82.520,            0.000,
   364.700,   82.520,            0.000,
   364.802,   82.520,            0.000,
   364.901,   82.520,            0.000,
   365.000,   82.520,            0.000,
